text,label
"Please retest Bin39 for w#20 on other tester, release other wafer.

63M2M002.1_TBAF52.00
Hold Wafer ID : 19,20,21,25",__label__Split
"Flow (12) : #1,2,3,5,6,7,8,9,10,11,12,13

Retest (1) : #4, T1M2S207.2 HOLD (wait RT)

Fail Bin retest (1044, 1045)",__label__Split
"Flow (7) : #14,15,16,17,18,19,20
Retest (5) : #21,22,23,24,25, T1M2R508.2 HOLD (wait RT)

Fail Bin retest (B1020, 1253, 6505, 1968, 6709, 4207, 4314, 4205, 6694, 1257, 1275, 4204)",__label__Split
Retest all the rejects on wafer#25 again.(many rejects turn into PLL fails),__label__RetestOffline
"Please retest all the rejects on wafer#3,4 again.(many rejects turn into PLL fails)",__label__RetestOffline
"Follow SBC to Retest Bin8,38 on other setup of W#17.",__label__RetestOffline
"Follow SBC to Retest Bin8,38 on other setup of W#13",__label__RetestOffline
Follow SBC to Retest Bin22 on other setup of W#16.,__label__RetestOffline
RETEST W#24 BIN22 ON OTHER SETUP,__label__RetestOffline
"please send offline retest HBin6,8,25,37,38,39 on other setup",__label__RetestOffline
"please send offline retest HBin6,8,25,37,38,39 on other setup",__label__RetestOffline
"Pls proceed low yield wafer RMA.

Date SPIL No. Qty Wafer ID Remark RMA Code
03/11 63M2P078.1 1 3 RMA R1",__label__RMA
"Please help retest Bin22 of W#01,08 by different setup

63M2O155.1
Hold W#01,08",__label__RetestOffline
"Please retest Bin20 of W#25 by different setup
63M2P178.1 / TBKC34.00
Hold Wafer ID : 25",__label__RetestOffline
"Please retest Bin20 of W#19 by different setup
63M2O169.1 / TBKC27.00
Hold Wafer ID : 19",__label__RetestOffline
"Please retest Bin12,17 of W#2,4~7,10,11,14,16 by different setup

63M2O216.1 / TBKC30.00
Hold Wafer ID : 2,4-7,10,11,14,16",__label__RetestOffline
"Please retest Bin12,20 of #17,23,25 by different setup

63M2P023.1_TBKC38.00
Hold Wafer ID : 17,23,25",__label__RetestOffline
"Please retest Bin39 of W#04 by different setup

63M3M144.1 / TBPU65.00
Hold Wafer ID : w#4",__label__RetestOffline
"Please help retest Bin39 of W#24 by different setup
63M1P848.1 / TB9T11.U0
Hold Wafer ID : 24",__label__RetestOffline
"Please help retest Bin12 of W#24 by different setup.

63M1O922.1_TB9T46.00
Hold Wafer ID : 24",__label__RetestOffline
"Please help retest Bin12 of W#15 by different setup 

63M2L578.1_TB9T58.00
Hold Wafer ID : 15",__label__RetestOffline
"Please help retest Bin8,9,19,22,26,39 of W#12,17 by different setup

63M2L174.1_TB9T57.00
Hold Wafer ID : 12,17",__label__RetestOffline
"Please help retest Bin8,9,19,26,39 of W#13,15 by different setup

63M2O791.1 / TBMB41.00
Hold Wafer ID : 13,15",__label__RetestOffline
"Please help retest Bin8,12,36 of W#15~17,19~21,23,24 by different setup

63M2O579.1 / TBPG29.00
Hold Wafer ID : 15~17,19~21,23,24",__label__RetestOffline
"Please help retest Bin12,20 of W#2,4,6~12 by different setup

TBTB40.00 - 63M3L972.1
Hold Wafer ID : 2,4,6~12",__label__RetestOffline
release #9 retest all rejects in another setup,__label__Split
release #9 retest all rejects in another setup,__label__Split
release #9 retest all rejects in another setup,__label__Split
"retest all rejects for #14, 17, 18 in another setup release #22",__label__Split
"retest all rejects for #14, 17, 18 in another setup release #22",__label__Split
Normal release w#15 Please help to change HW and retest w#18 w#21 Bin 22 PLL ,__label__Split
Normal release w#15 Please help to change HW and retest w#18 w#21 Bin 22 PLL ,__label__Split
Normal release w#15 Please help to change HW and retest w#18 w#21 Bin 22 PLL ,__label__Split
"Release wafers 11,13-17. Other wafers send to retest all rejects on other setup",__label__Split
pls ink W#22 redo DCOP,__label__RetestOffline
Please retest rejects.,__label__RetestOffline
Pls retest rejects 2X.,__label__RetestOffline
Please retest rejects.,__label__RetestOffline
Please dispose retest #01-25 rejects.,__label__RetestOffline
"Please retest wafer#04#23 with other tester or p/c for Trigger Scrap criteria issue, thanks.
Retest SBin code : 1001-1501,2103,2107-2115,2252-2259",__label__RetestOffline
"Please retest wafer#11 with other tester or p/c for Trigger Scrap criteria issue, thanks.
Retest SBin code :1013-1014,1250-1265,1780-1783,1786,1884-1885,2036",__label__RetestOffline
"Please retest wafer#2#17 with other tester or p/c for Trigger Scrap criteria issue, thanks.
Retest SBin code :1001-1014,1250-1265,1780-1787,2036,9009",__label__RetestOffline
"Flow (11) : #2,3,4,5,6,19,20,21,22,24,25

Retest (11) : #7,8,9,10,11,12,13,14,16,17,18,(retest Bin3450) to Retest T1M2N906.2 (MAP)

Hold (2) : #1,23, to Hold (MAP) T1M2N906.3",__label__Split
"Please release the lot to next process.
Already hold shipment.",__label__Continue
Please help us PASS GO FAIL HOLD this lot#63M5P736.3 from FT1 stage test results.,__label__Split
Please help us PASS GO FAIL HOLD this lot#63M5P736.3 from FT1 stage test results.,__label__Split
Please help us PASS GO FAIL HOLD this lot#63M5P736.3 from FT1 stage test results.,__label__Split
"O/S by site issue, please close site1 and use good site retest this lot.",__label__RetestOffline
"Release wafer 3, other send to retest all rejects on other tester

TBHW11.TI - 63M2O302.1",__label__Split
Please help to send w#22 to RMA.,__label__RMA
"Please help to send w#24,25 to RMA.",__label__RMA
Please help to use R1 send w#13 to RMA.,__label__RMA
"Hi SPD,

Per customer mail, please RMA wafer#09 (T1LCG746.2), thank you.",__label__RMA
"Hi SPD,

Per customer mail, please RMA wafer#03,06 (T1M1D311.2), thank you.",__label__RMA
"請RMA以下wafer , 謝謝

wafer #13 -- 63M1M441.1 (C044Y250)",__label__RMA
RMA:#12/14/17 (promis ERF = 3),__label__RMA
RMA:#04 (Promis ERF =3),__label__RMA
RMA:#09 (Promis ERF = 3),__label__RMA
"Please help to send w#20 to RMA.
Date SPIL No. Qty Wafer ID Remark
03/02 63M2N812.1 1 20 RMA",__label__RMA
"Please help to send w#3 to RMA.
Date SPIL No. Qty Wafer ID Remark
03/03 63M2O861.3 1 03 RMA",__label__RMA
"RMA Wafer#17,20 (T1M2E429.2)",__label__RMA
Use R1 to RMA Wafer#03,__label__RMA
"Use R1 to RMA

Date SPIL No. Qty Wafer ID Remark
02/22 63M2N744.1 1 17 RMA",__label__RMA
"Use R1 to RMA

Date SPIL No. Qty Wafer ID Remark
02/23 63M2N903.1 1 8 RMA",__label__RMA
"Use R1 to RMA
Date SPIL No. Qty Wafer ID Remark
03/05 63M2O177.1 1 13 RMA",__label__RMA
"Use R1 to RMA
Date SPIL No. Qty Wafer ID Remark
03/10 63M2P930.1 1 25 RMA",__label__RMA
Pls RMA #25,__label__RMA
"Please RMA #18,",__label__RMA
RMA:#22,__label__RMA
RMA,__label__RMA
RMA:#15,__label__RMA
RMA.,__label__RMA
RMA:#01/10/ ,__label__RMA
RMA:#01/ ,__label__RMA
RMA:#19,__label__RMA
RMA:#19,__label__RMA
RMA:#19,__label__RMA
"W#5, to T1M2N213.2 to RMA",__label__RMA
RMA,__label__RMA
"RMA #8,10,17.",__label__RMA
RMA:#01/05/23/24/ ,__label__RMA
RMA:#03/ ,__label__RMA
RMA,__label__RMA
#01 to RMA,__label__RMA
RMA:#01,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA:#05,__label__RMA
RMA:#11,__label__RMA
RMA:#08,__label__RMA
RMA,__label__RMA
W #8 to T1M1R660.2 to RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA:#06/13,__label__RMA
RMA 11M2B692.1,__label__RMA
RMA 11M2B693.1,__label__RMA
RMA,__label__RMA
RMA.,__label__RMA
RMA,__label__RMA
RMA:#05/ ,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA:#07/ ,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA:#02,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA(#14),__label__RMA
RMA,__label__RMA
RMA:#06,__label__RMA
RMA:#16,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA#24,__label__RMA
RMA,__label__RMA
RMA#6,__label__RMA
RMA:#01/05/ ,__label__RMA
RMA:#03/ ,__label__RMA
RMA:#11,__label__RMA
RMA:#11,__label__RMA
RMA:#03/ ,__label__RMA
RMA:#25/ ,__label__RMA
RMA,__label__RMA
"W#11, to T1M2M897.2 to RMA",__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
"W#15, to T1M2O579.2 to RMA",__label__RMA
RMA,__label__RMA
"RMA(#9,21)",__label__RMA
RMA,__label__RMA
RMA:#24,__label__RMA
RMA,__label__RMA
#14 to RMA,__label__RMA
RMA,__label__RMA
RMA:#15,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA:#15,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA w#19 ,__label__RMA
RMA w#19 ,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA:#22,__label__RMA
RMA:#01,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA:#14,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
63M2L176.1 RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA:#16,__label__RMA
RMA:#04,__label__RMA
RMA:#13,__label__RMA
RMA:#03,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA:#11,__label__RMA
RMA:#03,__label__RMA
RMA:#21/25,__label__RMA
RMA:#12/13,__label__RMA
RMA:#04/06/09/14/19/23/25,__label__RMA
RMA:#02/03/08/15,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA:#05,__label__RMA
RMA:#20,__label__RMA
RMA:#03/05/11,__label__RMA
RMA:#25,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA:#25,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA:#15,__label__RMA
RMA #21,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA:#02,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA:#21,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
"W#7, to T1M2R080.2 to RMA",__label__RMA
"W#13,14, to T1M3M474.2 to RMA",__label__RMA
"W#6,7,9, to T1M2R097.2 to RMA",__label__RMA
"W#2, to T1M3M472.2 to RMA",__label__RMA
"W#1,2,3,4,5, to T1M2S591.2 to RMA",__label__RMA
"W#9, to T1M2E865.1 to RMA ; ",__label__RMA
RMA,__label__RMA
RMA:#04,__label__RMA
RMA:#23,__label__RMA
RMA:#02,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
RMA,__label__RMA
Use R1 to RMA,__label__RMA
Use R1 to RMA w#14,__label__RMA
Use R1 to RMA W#4,__label__RMA
"Use R1 to RMA W#12,14.",__label__RMA
Use R1 to RMA,__label__RMA
Use R1 to RMA,__label__RMA
Use R1 to RMA,__label__RMA
"Use R1 to RMA
63M2O178.1",__label__RMA
"Use R1 to RMA
63M2P596.1",__label__RMA
"Use R1 to RMA
63M2P678.1",__label__RMA
"Use R1 to RMA
63M3M225.1 w#05",__label__RMA
"Use R1 to RMA
63M2N310.1",__label__RMA
Use R1 to RMA,__label__RMA
Use R1 to RMA,__label__RMA
"Use R1 to RMA
63M3L538.1",__label__RMA
"Use R1 to RMA
63M2L810.1 - RMA #21",__label__RMA
RMA return this lot .,__label__RMA
"Normal Scrap (2) : #24,25,(SWLY) to T1M2N251.2 Normal Scrap",__label__Scrap
"Normal Scrap (2) : #15,24(robust) to T1M2O366.2",__label__Scrap
"Normal Scrap (1) : #19, (VB2 Robust) to T1M1N399.3",__label__Scrap
"Normal Scrap (3) : #15,21,25(robust) to T1L9M653.3 Normal Scrap",__label__Scrap
"Normal Scrap (3) : #3,6,7(robust) to T1L9M652.3 Normal Scrap",__label__Scrap
Normal Scrap (1) : #1(robust) to T1M1R634.3 Normal Scrap,__label__Scrap
Normal Scrap (1) : #2(robust) to T1M1O472.3 Normal Scrap,__label__Scrap
"W#19, to T1M2M848.2-DNP164.Y1 to Normal Scrap ",__label__Scrap
"Normal Scrap (9) : #16,17,19,20,21,22,23,24,25, to T1M2M265.2 Normal Scrap",__label__Scrap
"Normal Scrap (4) : #21,22,23,24, to T1M2M405.2 Normal Scrap",__label__Scrap
"Normal Scrap (5) : #16,22,23,24,25, to T1M2M219.2 Normal Scrap",__label__Scrap
"Normal Scrap (12) : #1,2,3,4,5,6,8,10,12,13,14,15, to T1M2M145.2 Normal Scrap",__label__Scrap
"Normal Scrap (3) : #7,9,11, to T1M1R870.2 Normal Scrap",__label__Scrap
"Normal Scrap (9) : #16,17,18,19,20,21,22,23,24, to T1M2M512.2 Normal Scrap",__label__Scrap
"Normal Scrap (6) : #16,21,22,23,24,25, to T1M2M309.2 Normal Scrap",__label__Scrap
"Normal Scrap (3) : #12,15,17, to T1M15507.2 Normal Scrap",__label__Scrap
"Normal Scrap (4) : #17,18,19,20, to T1M2N095.2 Normal Scrap",__label__Scrap
"Normal Scrap (1) : #8, to T1M2N522.2 Normal Scrap",__label__Scrap
"Normal Scrap (1) : #23, to T1M25171.2 Normal Scrap",__label__Scrap
"Normal Scrap (1) : #2, to T1M2M286.2 Normal Scrap",__label__Scrap
"Normal Scrap (2) : #16,25, to T1M2N358.2 Normal Scrap",__label__Scrap
"Normal Scrap (1) : #10, to T1M2N523.2 Normal Scrap",__label__Scrap
"Normal Scrap (1) : #25, to T1M2N767.2 Normal Scrap",__label__Scrap
"W#7,8, to T1M2O145.2 to Normal Scrap ; ",__label__Scrap
Normal Scrap(#14-15),__label__Scrap
Normal Scrap(#9-10),__label__Scrap
"Normal Scrap (1) : #16, to T1M1R791.2 Normal Scrap",__label__Scrap
"Normal Scrap (1) : #8, to T1M2N552.2 Normal Scrap",__label__Scrap
"Normal Scrap (6) : #16,21,22,23,24,25, to T1M2M966.2 Normal Scrap",__label__Scrap
"Normal Scrap (1) : #24, Normal Scrap (<10%) to T1M25258.2 Normal Scrap",__label__Scrap
"Normal Scrap (2) : #24,25, to T1M2O578.2 Normal Scrap",__label__Scrap
Normal Scrap ,__label__Scrap
"Normal Scrap (1) : #9, to T1M2P165.2 - Normal Scrap",__label__Scrap
"Normal Scrap (1) : #24, T1M25185.2 - Normal Scrap",__label__Scrap
"Normal Scrap (1) : #11,(VB2) to T1M2O321.2 - Normal Scrap",__label__Scrap
"W#22, to T1M2O059.2-DNQ628.Y1 to Normal Scrap ; ",__label__Scrap
Normal Scrap(#19),__label__Scrap
Normal Scrap(#15),__label__Scrap
Normal Scrap,__label__Scrap
"Normal Scrap (1) : #2, (VB3) to T1M2O731.2",__label__Scrap
"Normal Scrap (1) : #25, to T1LAM805.3 Normal Scrap",__label__Scrap
Normal Scrap,__label__Scrap
"Normal Scrap (1) : #17,(VB1) to T1M2O413.3 - Normal Scrap",__label__Scrap
"Normal Scrap (1) : #14, to T1L85310.4 - Normal Scrap",__label__Scrap
Normal Scrap,__label__Scrap
Normal Scrap(#8),__label__Scrap
"W#16,21,22,23,24,25, to T1M1O777.2 to Normal Scrap",__label__Scrap
"W#3,4,5,6,7,8,9,10,11,12,14,15, to T1M1O748.2 to Normal Scrap",__label__Scrap
"W#3,7,10, to T1M1O885.2 to Normal Scrap",__label__Scrap
"W#16,17,18,19,20,22,24,25, to T1M1P339.2 to Normal Scrap",__label__Scrap
"W#1,2,3,4,7,8,9,10, to T1M1R633.2 to Normal Scrap",__label__Scrap
"W#19, to T1M2P281.2 to Normal Scrap",__label__Scrap
"W#15, to T1M25083.2 to Normal Scrap",__label__Scrap
"W#13,14,15, to T1M1P449.2 to Normal Scrap",__label__Scrap
Normal Scrap(#19),__label__Scrap
"W#4, to T1M2Q582.2 to Normal Scrap",__label__Scrap
"Normal Scrap (12) : #1,2,3,4,5,6,8,9,10,11,12,14, to T1M2M095.2",__label__Scrap
Normal Scrap,__label__Scrap
Normal Scrap,__label__Scrap
Normal Scrap,__label__Scrap
Normal Scrap,__label__Scrap
Normal Scrap,__label__Scrap
Normal Scrap,__label__Scrap
"W#14, to T1M2Q647.2 to Normal Scrap",__label__Scrap
"W#25, to T1M2Q578.2 to Normal Scrap",__label__Scrap
Normal Scrap(#4),__label__Scrap
Normal Scrap(#5-6),__label__Scrap
Normal Scrap(#14),__label__Scrap
Normal Scrap(#1),__label__Scrap
Normal Scrap(#3),__label__Scrap
"Normal Scrap(#1,4)",__label__Scrap
"Normal Scrap(#8,14,16)",__label__Scrap
Normal Scrap(#11),__label__Scrap
Normal Scrap(#5),__label__Scrap
Normal Scrap(#16),__label__Scrap
Normal Scrap(#16),__label__Scrap
Normal Scrap(#3),__label__Scrap
"W#12, to T1M2Q917.2 to Normal Scrap",__label__Scrap
"W#15, to T1M25423.2 to Normal Scrap",__label__Scrap
"W#9, to T1M2Q971.2 to Normal Scrap",__label__Scrap
"Normal Scrap (1) : #15, to T1M2R091.2",__label__Scrap
"Normal Scrap(#13,15,17)",__label__Scrap
"W#11, to T1LAH431.3 to Normal Scrap",__label__Scrap
"Normal Scrap (1) : #14, to T1L9L211.4",__label__Scrap
Normal Scrap(#2),__label__Scrap
"W#19, to T1LAD989.4 to Normal Scrap",__label__Scrap
"W#21, to T1M2B391.3 to Normal Scrap",__label__Scrap
"W#2, to T1M2R143.2 to Normal Scrap",__label__Scrap
"W#12,14, to T1M2P089.2-DNN834.Y1 to Normal Scrap",__label__Scrap
"W#18,19,20,21, to T1M25452.2 to Normal Scrap",__label__Scrap
"Normal Scrap (1) : #22, to T1M2R092.2 Normal Scrap",__label__Scrap
